0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
140.0,125.0,92.0,0.0,5.0,20.0,1.0,40.0,5.0,5.0,5.0,0.0,0.0,1.0,2.14286,621.0,17.8571,4.968,0.0,0.166667,0.736
170.0,146.0,101.0,0.0,2.0,26.0,1.0,40.0,5.0,13.0,5.0,0.0,0.0,9.0,3.0,709.0,18.25,4.85616,0.00684932,0.272727,0.691781
132.0,120.0,85.0,0.0,4.0,18.0,2.0,36.0,5.0,3.0,1.0,0.0,0.0,4.0,1.71429,560.0,17.1429,4.66667,0.0,0.148148,0.708333
179.0,153.0,102.0,0.0,8.0,30.0,1.0,45.0,4.0,6.0,8.0,0.0,0.0,8.0,3.25,777.0,19.125,5.07843,0.00653595,0.133333,0.666667
166.0,147.0,94.0,0.0,3.0,19.0,0.0,50.0,9.0,4.0,3.0,0.0,0.0,4.0,2.375,775.0,18.375,5.27211,0.0,0.188406,0.639456
289.0,259.0,169.0,0.0,7.0,42.0,0.0,81.0,3.0,13.0,9.0,2.0,0.0,16.0,1.875,1214.0,16.1875,4.68726,0.0,0.130081,0.65251
236.0,212.0,141.0,0.0,3.0,38.0,1.0,63.0,8.0,7.0,7.0,0.0,0.0,9.0,1.84615,1082.0,16.3077,5.10377,0.00471698,0.148515,0.665094
147.0,119.0,84.0,0.0,5.0,15.0,0.0,38.0,1.0,3.0,2.0,0.0,0.0,5.0,4.66667,523.0,19.8333,4.39496,0.0168067,0.0754717,0.705882
190.0,167.0,111.0,0.0,3.0,26.0,2.0,58.0,7.0,10.0,7.0,0.0,0.0,7.0,2.09091,873.0,15.1818,5.22754,0.0,0.202381,0.664671
39.0,32.0,29.0,0.0,1.0,4.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,2.33333,179.0,10.6667,5.59375,0.0,0.125,0.90625
281.0,245.0,143.0,0.0,13.0,38.0,1.0,79.0,7.0,9.0,6.0,0.0,0.0,9.0,2.57143,1130.0,17.5,4.61225,0.0,0.136752,0.583673
96.0,82.0,66.0,0.0,2.0,11.0,0.0,27.0,7.0,3.0,1.0,0.0,0.0,2.0,2.8,440.0,16.4,5.36585,0.0,0.263158,0.804878
53.0,43.0,36.0,0.0,2.0,6.0,0.0,16.0,4.0,0.0,1.0,0.0,0.0,0.0,1.25,202.0,5.375,4.69767,0.0,0.181818,0.837209
207.0,193.0,123.0,0.0,8.0,26.0,4.0,65.0,2.0,8.0,2.0,0.0,0.0,5.0,1.55556,954.0,21.4444,4.94301,0.00518135,0.10989,0.637306
162.0,137.0,92.0,0.0,5.0,24.0,2.0,41.0,7.0,7.0,5.0,0.0,0.0,11.0,2.77778,671.0,15.2222,4.89781,0.00729927,0.215385,0.671533
150.0,125.0,99.0,0.0,1.0,14.0,2.0,41.0,5.0,7.0,1.0,0.0,0.0,3.0,3.57143,603.0,17.8571,4.824,0.0,0.218182,0.792
171.0,136.0,95.0,0.0,2.0,30.0,2.0,38.0,3.0,14.0,2.0,2.0,0.0,11.0,2.1875,624.0,8.5,4.58824,0.0220588,0.25,0.698529
203.0,177.0,100.0,0.0,1.0,28.0,3.0,48.0,2.0,7.0,4.0,2.0,0.0,7.0,3.71429,748.0,25.2857,4.22599,0.0,0.118421,0.564972
144.0,124.0,84.0,0.0,3.0,23.0,1.0,32.0,6.0,2.0,5.0,0.0,0.0,2.0,2.22222,547.0,13.7778,4.41129,0.0,0.145455,0.677419
166.0,143.0,90.0,0.0,5.0,24.0,0.0,48.0,3.0,4.0,4.0,1.0,0.0,4.0,2.55556,637.0,15.8889,4.45455,0.0,0.0972222,0.629371
200.0,168.0,114.0,2.0,2.0,31.0,4.0,48.0,8.0,10.0,4.0,0.0,0.0,4.0,3.2,805.0,16.8,4.79167,0.00595238,0.227848,0.678571
389.0,339.0,196.0,0.0,7.0,55.0,3.0,99.0,17.0,8.0,5.0,0.0,1.0,31.0,2.77778,1656.0,18.8333,4.88496,0.0117994,0.162338,0.578171
315.0,284.0,159.0,0.0,7.0,46.0,1.0,89.0,8.0,14.0,9.0,0.0,0.0,17.0,2.38462,1431.0,21.8462,5.03873,0.0,0.162963,0.559859
222.0,201.0,132.0,0.0,2.0,29.0,3.0,60.0,9.0,14.0,4.0,0.0,0.0,6.0,2.1,980.0,20.1,4.87562,0.0,0.258427,0.656716
206.0,181.0,119.0,0.0,1.0,11.0,0.0,69.0,9.0,3.0,2.0,0.0,0.0,6.0,3.125,1005.0,22.625,5.55249,0.0,0.15,0.657459
154.0,136.0,95.0,1.0,5.0,31.0,1.0,33.0,8.0,6.0,4.0,1.0,0.0,9.0,2.57143,656.0,19.4286,4.82353,0.0,0.21875,0.698529
187.0,169.0,125.0,0.0,0.0,29.0,0.0,52.0,9.0,5.0,3.0,0.0,0.0,6.0,2.57143,890.0,24.1429,5.26627,0.00591716,0.17284,0.739645
251.0,212.0,136.0,1.0,3.0,29.0,1.0,67.0,6.0,5.0,1.0,1.0,0.0,13.0,3.25,1037.0,17.6667,4.89151,0.00471698,0.114583,0.641509
144.0,129.0,94.0,0.0,1.0,21.0,0.0,36.0,5.0,6.0,5.0,0.0,0.0,4.0,1.875,649.0,16.125,5.03101,0.0,0.192982,0.728682
186.0,162.0,121.0,0.0,1.0,30.0,2.0,45.0,14.0,7.0,5.0,0.0,0.0,7.0,1.84615,871.0,12.4615,5.37654,0.0,0.28,0.746914
113.0,96.0,75.0,0.0,2.0,16.0,1.0,28.0,6.0,5.0,2.0,0.0,0.0,3.0,1.7,469.0,9.6,4.88542,0.0,0.25,0.78125
369.0,312.0,184.0,0.0,5.0,51.0,1.0,95.0,18.0,14.0,1.0,0.0,0.0,12.0,2.85,1642.0,15.6,5.26282,0.0,0.219178,0.589744
225.0,191.0,128.0,0.0,9.0,29.0,3.0,65.0,7.0,7.0,3.0,2.0,0.0,13.0,2.83333,932.0,15.9167,4.87958,0.0,0.148936,0.670157
155.0,129.0,94.0,0.0,3.0,17.0,1.0,34.0,10.0,6.0,0.0,0.0,0.0,6.0,3.25,641.0,16.125,4.96899,0.0,0.313726,0.728682
221.0,197.0,117.0,0.0,1.0,31.0,0.0,60.0,5.0,6.0,4.0,0.0,0.0,6.0,2.4,941.0,19.7,4.77665,0.0,0.120879,0.593909
46.0,34.0,29.0,0.0,1.0,7.0,1.0,10.0,2.0,1.0,0.0,0.0,0.0,3.0,2.4,139.0,6.8,4.08824,0.0,0.176471,0.852941
268.0,237.0,142.0,1.0,5.0,21.0,0.0,81.0,14.0,8.0,3.0,0.0,0.0,7.0,3.44444,1100.0,26.3333,4.64135,0.00421941,0.215686,0.599156
247.0,206.0,124.0,2.0,2.0,17.0,0.0,52.0,6.0,4.0,2.0,0.0,0.0,7.0,2.73333,880.0,13.7333,4.27184,0.0,0.144928,0.601942
104.0,88.0,70.0,0.0,2.0,15.0,3.0,30.0,5.0,4.0,3.0,0.0,0.0,5.0,2.0,472.0,11.0,5.36364,0.0,0.2,0.795455
207.0,174.0,124.0,0.0,1.0,25.0,2.0,61.0,6.0,6.0,2.0,0.0,0.0,4.0,4.71429,947.0,24.8571,5.44253,0.0,0.139535,0.712644
135.0,117.0,87.0,0.0,4.0,17.0,0.0,38.0,4.0,5.0,5.0,0.0,0.0,2.0,2.0,554.0,13.0,4.73504,0.0,0.163636,0.74359
132.0,113.0,80.0,0.0,1.0,18.0,0.0,31.0,3.0,7.0,3.0,6.0,0.0,13.0,2.71429,520.0,16.1429,4.60177,0.0,0.204082,0.707965
152.0,130.0,96.0,0.0,3.0,16.0,0.0,33.0,10.0,8.0,1.0,0.0,0.0,13.0,1.57143,620.0,9.28571,4.76923,0.0,0.367347,0.738462
189.0,165.0,100.0,0.0,1.0,26.0,0.0,48.0,10.0,7.0,5.0,0.0,0.0,5.0,2.18182,785.0,15.0,4.75758,0.0,0.22973,0.606061
267.0,225.0,155.0,0.0,9.0,39.0,1.0,68.0,17.0,17.0,2.0,0.0,0.0,13.0,2.625,1069.0,14.0625,4.75111,0.00888889,0.317757,0.688889
269.0,237.0,142.0,1.0,11.0,31.0,1.0,86.0,6.0,12.0,4.0,0.0,0.0,3.0,2.46154,1264.0,18.2308,5.33333,0.00843882,0.153846,0.599156
123.0,105.0,87.0,0.0,4.0,27.0,1.0,30.0,3.0,6.0,6.0,0.0,0.0,7.0,1.28571,528.0,7.5,5.02857,0.0,0.157895,0.828571
381.0,318.0,180.0,0.0,6.0,38.0,1.0,99.0,22.0,12.0,8.0,0.0,1.0,21.0,5.72727,1532.0,28.9091,4.81761,0.0,0.248175,0.566038
196.0,166.0,106.0,0.0,4.0,24.0,0.0,54.0,10.0,7.0,4.0,0.0,0.0,3.0,2.72727,868.0,15.0909,5.22892,0.0,0.217949,0.638554
361.0,297.0,190.0,0.0,6.0,72.0,1.0,70.0,16.0,27.0,15.0,12.0,2.0,34.0,1.68421,1290.0,7.81579,4.34343,0.0,0.302817,0.639731
217.0,189.0,124.0,0.0,3.0,30.0,1.0,57.0,7.0,6.0,3.0,0.0,0.0,14.0,2.8,897.0,18.9,4.74603,0.0,0.149425,0.656085
151.0,130.0,94.0,0.0,1.0,18.0,1.0,38.0,11.0,8.0,2.0,0.0,1.0,7.0,1.61538,600.0,10.0,4.61538,0.00769231,0.339286,0.723077
299.0,263.0,166.0,1.0,1.0,50.0,2.0,77.0,13.0,12.0,7.0,0.0,0.0,8.0,1.89474,1271.0,13.8421,4.8327,0.0152091,0.19685,0.631179
227.0,194.0,136.0,0.0,3.0,30.0,1.0,62.0,9.0,9.0,3.0,0.0,0.0,12.0,3.3,1010.0,19.4,5.20619,0.0,0.195652,0.701031
144.0,118.0,99.0,0.0,2.0,22.0,1.0,29.0,4.0,7.0,4.0,0.0,0.0,7.0,3.25,601.0,14.75,5.09322,0.0,0.215686,0.838983
125.0,99.0,81.0,0.0,5.0,22.0,0.0,32.0,3.0,8.0,3.0,0.0,0.0,10.0,2.88889,505.0,11.0,5.10101,0.0,0.203704,0.818182
193.0,152.0,94.0,1.0,0.0,35.0,1.0,42.0,2.0,9.0,1.0,4.0,0.0,9.0,3.41667,633.0,12.6667,4.16447,0.00657895,0.142857,0.618421
137.0,124.0,89.0,0.0,3.0,24.0,0.0,40.0,5.0,5.0,5.0,0.0,0.0,4.0,1.625,647.0,15.5,5.21774,0.0,0.15625,0.717742
239.0,211.0,138.0,1.0,7.0,37.0,2.0,66.0,7.0,9.0,6.0,0.0,2.0,10.0,3.5,1061.0,26.375,5.02844,0.0,0.15534,0.654028
296.0,242.0,162.0,0.0,2.0,54.0,2.0,54.0,12.0,28.0,5.0,3.0,0.0,20.0,2.45455,1031.0,11.0,4.26033,0.0,0.37037,0.669421
207.0,180.0,128.0,0.0,5.0,38.0,4.0,46.0,7.0,15.0,6.0,0.0,1.0,8.0,3.0,848.0,20.0,4.71111,0.0111111,0.261905,0.711111
200.0,170.0,108.0,1.0,5.0,46.0,2.0,42.0,5.0,11.0,11.0,0.0,0.0,13.0,1.66667,802.0,9.44444,4.71765,0.0,0.181818,0.635294
80.0,63.0,51.0,0.0,0.0,15.0,2.0,12.0,1.0,5.0,2.0,4.0,0.0,11.0,1.88889,280.0,7.0,4.44444,0.0,0.222222,0.809524
261.0,227.0,152.0,0.0,4.0,33.0,0.0,67.0,12.0,11.0,2.0,0.0,0.0,9.0,3.09091,1185.0,20.6364,5.22026,0.00440529,0.23,0.669604
230.0,190.0,114.0,0.0,3.0,28.0,1.0,56.0,8.0,11.0,4.0,2.0,0.0,12.0,2.66667,862.0,12.6667,4.53684,0.0157895,0.22619,0.6
160.0,144.0,100.0,0.0,4.0,28.0,1.0,43.0,3.0,4.0,7.0,0.0,0.0,4.0,1.6,666.0,14.4,4.625,0.0,0.0985916,0.694444
128.0,104.0,82.0,0.0,1.0,20.0,1.0,29.0,6.0,7.0,1.0,0.0,0.0,10.0,2.66667,540.0,11.5556,5.19231,0.00961538,0.265306,0.788462
197.0,171.0,112.0,0.0,2.0,30.0,0.0,45.0,10.0,16.0,3.0,0.0,0.0,15.0,1.85714,782.0,12.2143,4.5731,0.00584795,0.346667,0.654971
167.0,147.0,108.0,0.0,2.0,27.0,1.0,39.0,6.0,10.0,6.0,0.0,0.0,6.0,2.5,712.0,18.375,4.84354,0.0,0.242424,0.734694
117.0,104.0,72.0,1.0,1.0,18.0,0.0,34.0,5.0,3.0,3.0,0.0,0.0,4.0,1.625,514.0,13.0,4.94231,0.00961538,0.153846,0.692308
203.0,181.0,122.0,0.0,1.0,31.0,1.0,49.0,10.0,10.0,9.0,0.0,0.0,5.0,2.0,910.0,16.4545,5.02762,0.0110497,0.25,0.674033
103.0,95.0,70.0,0.0,2.0,17.0,0.0,31.0,2.0,4.0,3.0,0.0,0.0,8.0,1.0,502.0,11.875,5.28421,0.0,0.125,0.736842
309.0,278.0,165.0,0.0,1.0,36.0,2.0,70.0,20.0,13.0,4.0,0.0,0.0,8.0,1.47619,1354.0,13.2381,4.8705,0.0215827,0.311321,0.593525
124.0,103.0,76.0,0.0,2.0,23.0,0.0,29.0,6.0,5.0,1.0,0.0,0.0,1.0,3.5,492.0,17.1667,4.7767,0.0291262,0.211538,0.737864
200.0,162.0,96.0,0.0,1.0,29.0,0.0,45.0,10.0,11.0,3.0,2.0,0.0,10.0,2.375,747.0,10.125,4.61111,0.0123457,0.283784,0.592593
83.0,74.0,54.0,0.0,2.0,11.0,0.0,21.0,3.0,6.0,0.0,0.0,0.0,5.0,1.125,324.0,9.25,4.37838,0.0135135,0.28125,0.72973
101.0,84.0,56.0,0.0,1.0,11.0,0.0,27.0,2.0,2.0,1.0,0.0,0.0,6.0,3.4,410.0,16.8,4.88095,0.0,0.105263,0.666667
164.0,132.0,99.0,1.0,3.0,23.0,1.0,31.0,11.0,16.0,2.0,0.0,0.0,7.0,2.90909,632.0,12.0,4.78788,0.0,0.5,0.75
423.0,367.0,234.0,1.0,9.0,65.0,3.0,98.0,19.0,22.0,6.0,0.0,2.0,23.0,5.09091,1871.0,33.3636,5.09809,0.0027248,0.251534,0.637602
148.0,121.0,93.0,0.0,4.0,23.0,0.0,36.0,5.0,5.0,2.0,0.0,0.0,5.0,2.7,555.0,12.1,4.58678,0.00826446,0.169492,0.768595
163.0,143.0,112.0,1.0,6.0,28.0,0.0,42.0,9.0,2.0,2.0,0.0,0.0,13.0,1.81818,696.0,13.0,4.86713,0.0,0.157143,0.783217
163.0,153.0,101.0,0.0,4.0,20.0,1.0,52.0,5.0,3.0,4.0,0.0,0.0,9.0,1.25,756.0,19.125,4.94118,0.0,0.111111,0.660131
361.0,310.0,172.0,0.0,6.0,43.0,4.0,86.0,15.0,21.0,6.0,0.0,0.0,31.0,3.4,1534.0,20.6667,4.94839,0.0322581,0.27907,0.554839
223.0,182.0,125.0,2.0,3.0,27.0,0.0,53.0,9.0,8.0,2.0,2.0,0.0,6.0,4.55556,868.0,20.2222,4.76923,0.00549451,0.2125,0.686813
284.0,251.0,141.0,0.0,7.0,36.0,3.0,77.0,5.0,11.0,7.0,1.0,0.0,15.0,3.3,1202.0,25.1,4.78884,0.0,0.141593,0.561753
14.0,12.0,12.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.666667,58.0,4.0,4.83333,0.0833333,0.125,1.0
248.0,210.0,142.0,0.0,2.0,26.0,1.0,74.0,6.0,6.0,3.0,2.0,0.0,10.0,2.375,1006.0,13.125,4.79048,0.0047619,0.12,0.67619
109.0,99.0,75.0,0.0,0.0,13.0,0.0,32.0,5.0,1.0,3.0,0.0,0.0,3.0,1.42857,464.0,14.1429,4.68687,0.0,0.133333,0.757576
262.0,219.0,148.0,0.0,8.0,34.0,2.0,64.0,6.0,8.0,7.0,0.0,1.0,14.0,2.38889,1014.0,12.1667,4.63014,0.0,0.142857,0.675799
281.0,246.0,160.0,1.0,2.0,37.0,1.0,69.0,19.0,10.0,6.0,1.0,0.0,8.0,2.69231,1270.0,18.9231,5.1626,0.0,0.273585,0.650406
150.0,127.0,78.0,0.0,3.0,19.0,2.0,38.0,5.0,5.0,2.0,0.0,0.0,6.0,2.55556,602.0,14.1111,4.74016,0.0,0.175439,0.614173
178.0,153.0,117.0,0.0,2.0,23.0,0.0,50.0,8.0,5.0,3.0,1.0,0.0,11.0,2.5,744.0,15.3,4.86275,0.0,0.178082,0.764706
338.0,280.0,184.0,0.0,6.0,77.0,1.0,58.0,7.0,15.0,11.0,6.0,0.0,32.0,2.41667,1268.0,11.6667,4.52857,0.00357143,0.162963,0.657143
215.0,183.0,124.0,0.0,3.0,22.0,0.0,64.0,7.0,1.0,3.0,0.0,0.0,6.0,2.90909,895.0,16.6364,4.89071,0.00546448,0.0930233,0.677596
209.0,176.0,113.0,0.0,1.0,31.0,0.0,50.0,5.0,7.0,2.0,1.0,0.0,19.0,3.3,788.0,17.6,4.47727,0.00568182,0.148148,0.642045
26.0,17.0,16.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,71.0,5.66667,4.17647,0.0,0.142857,0.941176
124.0,112.0,83.0,0.0,0.0,21.0,2.0,39.0,3.0,3.0,1.0,0.0,1.0,8.0,1.33333,510.0,12.4444,4.55357,0.0,0.1,0.741071
128.0,111.0,84.0,0.0,0.0,16.0,0.0,37.0,3.0,4.0,1.0,0.0,0.0,5.0,2.125,511.0,13.875,4.6036,0.036036,0.132075,0.756757
122.0,106.0,78.0,0.0,1.0,21.0,1.0,32.0,4.0,4.0,3.0,0.0,0.0,5.0,2.28571,518.0,15.1429,4.88679,0.0,0.150943,0.735849
286.0,234.0,144.0,0.0,8.0,47.0,0.0,67.0,9.0,4.0,8.0,7.0,0.0,20.0,2.88889,1064.0,13.0,4.54701,0.0,0.114035,0.615385
85.0,73.0,57.0,0.0,2.0,13.0,0.0,21.0,1.0,7.0,2.0,0.0,0.0,4.0,1.5,351.0,9.125,4.80822,0.0,0.235294,0.780822
204.0,171.0,114.0,0.0,4.0,19.0,0.0,55.0,8.0,4.0,1.0,0.0,0.0,3.0,3.66667,885.0,19.0,5.17544,0.0,0.162162,0.666667
90.0,79.0,53.0,0.0,0.0,8.0,1.0,26.0,1.0,5.0,0.0,0.0,0.0,2.0,1.83333,364.0,13.1667,4.60759,0.0,0.176471,0.670886
280.0,245.0,141.0,0.0,1.0,31.0,2.0,78.0,9.0,7.0,6.0,0.0,0.0,8.0,3.88889,1220.0,27.2222,4.97959,0.0,0.146789,0.57551
131.0,113.0,73.0,0.0,2.0,19.0,0.0,41.0,5.0,4.0,1.0,2.0,0.0,7.0,2.57143,531.0,16.1429,4.69912,0.0,0.15,0.646018
126.0,103.0,72.0,0.0,0.0,17.0,0.0,34.0,0.0,8.0,2.0,0.0,0.0,7.0,2.55556,502.0,11.4444,4.87379,0.0,0.156863,0.699029
199.0,172.0,116.0,0.0,3.0,19.0,2.0,54.0,9.0,2.0,0.0,0.0,0.0,3.0,2.7,847.0,17.2,4.92442,0.0116279,0.150685,0.674419
86.0,71.0,59.0,0.0,1.0,14.0,0.0,16.0,1.0,10.0,3.0,0.0,0.0,3.0,2.5,320.0,11.8333,4.50704,0.0,0.366667,0.830986
170.0,147.0,98.0,0.0,0.0,21.0,0.0,46.0,8.0,3.0,4.0,0.0,0.0,5.0,2.55556,689.0,16.3333,4.68707,0.00680272,0.164179,0.666667
138.0,124.0,88.0,0.0,5.0,30.0,4.0,32.0,9.0,8.0,5.0,0.0,0.0,10.0,2.33333,619.0,20.6667,4.99194,0.0,0.274194,0.709677
169.0,144.0,108.0,0.0,1.0,30.0,1.0,42.0,5.0,10.0,6.0,0.0,0.0,8.0,1.92308,709.0,11.0769,4.92361,0.0,0.208333,0.75
343.0,293.0,173.0,1.0,9.0,31.0,0.0,96.0,11.0,11.0,3.0,0.0,0.0,7.0,2.63158,1399.0,15.4211,4.77474,0.0,0.173228,0.590444
242.0,208.0,116.0,1.0,2.0,20.0,0.0,73.0,5.0,4.0,0.0,0.0,0.0,5.0,3.77778,955.0,23.1111,4.59135,0.0,0.0967742,0.557692
349.0,296.0,201.0,0.0,11.0,41.0,0.0,89.0,17.0,11.0,3.0,2.0,0.0,21.0,2.30435,1505.0,12.8696,5.08446,0.0135135,0.215385,0.679054
186.0,166.0,129.0,0.0,4.0,32.0,0.0,44.0,6.0,10.0,8.0,0.0,0.0,8.0,2.22222,891.0,18.4444,5.36747,0.0,0.210526,0.777108
155.0,139.0,92.0,1.0,0.0,25.0,0.0,39.0,4.0,4.0,6.0,0.0,0.0,8.0,2.0,708.0,17.375,5.09353,0.0,0.125,0.66187
437.0,376.0,236.0,0.0,2.0,67.0,6.0,99.0,28.0,29.0,5.0,0.0,0.0,31.0,2.25926,1910.0,13.9259,5.07979,0.00797872,0.343374,0.62766
270.0,241.0,132.0,0.0,4.0,38.0,1.0,79.0,16.0,6.0,10.0,0.0,0.0,12.0,1.93333,1214.0,16.0667,5.03734,0.00414938,0.188034,0.547718
185.0,168.0,112.0,0.0,0.0,29.0,0.0,46.0,12.0,10.0,8.0,0.0,0.0,6.0,1.88889,866.0,18.6667,5.15476,0.0,0.293333,0.666667
208.0,180.0,125.0,2.0,2.0,28.0,1.0,53.0,13.0,6.0,5.0,0.0,0.0,6.0,3.11111,899.0,20.0,4.99444,0.0111111,0.234568,0.694444
416.0,364.0,230.0,0.0,6.0,59.0,5.0,98.0,21.0,19.0,7.0,0.0,1.0,25.0,1.52941,1766.0,10.7059,4.85165,0.0,0.254777,0.631868
281.0,247.0,163.0,0.0,0.0,48.0,1.0,68.0,12.0,15.0,5.0,2.0,0.0,16.0,2.42857,1108.0,17.6429,4.48583,0.0,0.232759,0.659919
160.0,139.0,98.0,0.0,4.0,13.0,0.0,53.0,6.0,0.0,1.0,0.0,0.0,6.0,3.0,677.0,19.8571,4.8705,0.0,0.0909091,0.705036
108.0,94.0,75.0,0.0,2.0,19.0,0.0,31.0,4.0,3.0,5.0,0.0,0.0,2.0,1.75,498.0,11.75,5.29787,0.0106383,0.14,0.797872
78.0,61.0,51.0,0.0,2.0,10.0,2.0,21.0,1.0,2.0,0.0,0.0,0.0,2.0,3.4,299.0,12.2,4.90164,0.0,0.0967742,0.836066
316.0,278.0,168.0,0.0,3.0,50.0,8.0,56.0,20.0,26.0,10.0,0.0,0.0,29.0,4.22222,1366.0,30.8889,4.91367,0.0,0.433962,0.604317
187.0,167.0,113.0,0.0,3.0,28.0,0.0,50.0,7.0,7.0,6.0,0.0,0.0,3.0,1.81818,843.0,15.1818,5.0479,0.00598802,0.179487,0.676647
359.0,315.0,206.0,0.0,8.0,38.0,0.0,93.0,19.0,17.0,3.0,0.0,0.0,24.0,2.93333,1533.0,21.0,4.86667,0.00952381,0.274809,0.653968
295.0,260.0,164.0,0.0,4.0,37.0,0.0,83.0,10.0,7.0,6.0,0.0,0.0,10.0,2.69231,1243.0,20.0,4.78077,0.00769231,0.141667,0.630769
277.0,240.0,158.0,0.0,3.0,34.0,1.0,65.0,23.0,7.0,2.0,0.0,0.0,18.0,3.36364,1239.0,21.8182,5.1625,0.0,0.30303,0.658333
159.0,134.0,95.0,0.0,4.0,22.0,0.0,43.0,5.0,7.0,3.0,0.0,0.0,6.0,3.125,686.0,16.75,5.1194,0.0,0.184615,0.708955
160.0,139.0,108.0,0.0,3.0,27.0,0.0,42.0,6.0,5.0,3.0,0.0,0.0,9.0,1.05,665.0,6.95,4.78417,0.0143885,0.15942,0.776978
98.0,85.0,65.0,0.0,2.0,16.0,1.0,25.0,5.0,8.0,0.0,1.0,0.0,6.0,1.44444,410.0,9.44444,4.82353,0.0,0.317073,0.764706
235.0,197.0,129.0,0.0,2.0,42.0,3.0,45.0,15.0,7.0,10.0,0.0,3.0,21.0,3.16667,947.0,16.4167,4.80711,0.0152284,0.252874,0.654822
249.0,226.0,136.0,1.0,15.0,23.0,1.0,76.0,9.0,3.0,2.0,0.0,0.0,7.0,1.4375,1047.0,14.125,4.63274,0.0,0.121212,0.60177
207.0,180.0,123.0,0.0,3.0,33.0,0.0,51.0,5.0,3.0,9.0,0.0,0.0,11.0,3.0,872.0,20.0,4.84444,0.0,0.0952381,0.683333
149.0,130.0,93.0,0.0,1.0,32.0,1.0,34.0,3.0,9.0,8.0,0.0,0.0,4.0,2.11111,618.0,14.4444,4.75385,0.0,0.181818,0.715385
203.0,171.0,112.0,1.0,1.0,30.0,2.0,52.0,2.0,13.0,6.0,0.0,0.0,9.0,2.13333,821.0,11.4,4.80117,0.0116959,0.182927,0.654971
208.0,184.0,121.0,1.0,2.0,28.0,0.0,47.0,5.0,8.0,8.0,0.0,0.0,10.0,2.0,850.0,15.3333,4.61957,0.0,0.173333,0.657609
193.0,174.0,120.0,0.0,2.0,35.0,0.0,45.0,13.0,6.0,10.0,0.0,0.0,10.0,1.9,843.0,17.4,4.84483,0.00574713,0.2375,0.689655
206.0,171.0,114.0,0.0,3.0,39.0,1.0,46.0,8.0,7.0,9.0,0.0,0.0,5.0,3.5,745.0,17.1,4.35673,0.00584795,0.176471,0.666667
56.0,51.0,41.0,0.0,2.0,5.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,5.0,1.66667,253.0,17.0,4.96078,0.0,0.15,0.803922
309.0,255.0,161.0,0.0,0.0,45.0,6.0,66.0,6.0,16.0,4.0,2.0,2.0,30.0,2.25,1189.0,10.625,4.66274,0.0117647,0.198198,0.631373
275.0,222.0,142.0,1.0,12.0,22.0,2.0,71.0,13.0,6.0,3.0,0.0,0.0,13.0,4.41667,1069.0,18.5,4.81532,0.0135135,0.204301,0.63964
196.0,175.0,119.0,0.0,0.0,41.0,0.0,40.0,10.0,11.0,6.0,1.0,0.0,22.0,1.90909,765.0,15.9091,4.37143,0.0228571,0.259259,0.68
295.0,252.0,162.0,0.0,8.0,33.0,0.0,80.0,10.0,14.0,5.0,0.0,0.0,13.0,3.58333,1172.0,21.0,4.65079,0.015873,0.212389,0.642857
160.0,139.0,94.0,0.0,0.0,27.0,0.0,36.0,8.0,5.0,8.0,0.0,0.0,8.0,2.33333,760.0,15.4444,5.46763,0.0143885,0.206349,0.676259
297.0,257.0,170.0,0.0,0.0,43.0,0.0,69.0,18.0,21.0,6.0,0.0,0.0,22.0,3.07692,1286.0,19.7692,5.00389,0.0,0.348214,0.661479
98.0,85.0,68.0,0.0,2.0,11.0,0.0,28.0,10.0,2.0,3.0,0.0,0.0,0.0,1.625,438.0,10.625,5.15294,0.0235294,0.307692,0.8
301.0,266.0,155.0,0.0,4.0,57.0,0.0,73.0,12.0,14.0,13.0,0.0,0.0,18.0,1.2963,1219.0,9.85185,4.58271,0.0037594,0.2,0.582707
197.0,168.0,111.0,0.0,9.0,24.0,0.0,59.0,9.0,4.0,3.0,0.0,0.0,2.0,3.625,760.0,21.0,4.52381,0.00595238,0.156627,0.660714
290.0,251.0,155.0,0.0,4.0,36.0,1.0,72.0,11.0,18.0,5.0,0.0,1.0,12.0,2.78571,1258.0,17.9286,5.01195,0.0,0.268519,0.61753
275.0,237.0,148.0,0.0,12.0,23.0,0.0,75.0,10.0,9.0,1.0,0.0,0.0,6.0,3.16667,1128.0,19.75,4.75949,0.0,0.193878,0.624473
81.0,65.0,53.0,0.0,0.0,10.0,4.0,23.0,2.0,4.0,3.0,0.0,0.0,9.0,1.0,280.0,4.0625,4.30769,0.0153846,0.181818,0.815385
1331.0,1131.0,557.0,0.0,2.0,190.0,5.0,274.0,52.0,89.0,34.0,9.0,4.0,127.0,2.73973,5328.0,15.4932,4.71088,0.000884173,0.303879,0.492485
112.0,94.0,77.0,0.0,1.0,24.0,1.0,26.0,3.0,3.0,1.0,0.0,0.0,5.0,2.0,418.0,10.4444,4.44681,0.0106383,0.12,0.819149
